chem,gene,Column1,disease,gene_product,#_chem-gene_product_Pubmed_Abstracts,#_gene_product-disease_Pubmed_Abstracts,#_chem-disease_Pubmed_Abstracts,#_chem-gene_product-disease_Pubmed_Abstracts,Metal PDB ID
chromium(6+),STAT1,,anaplastic large cell lymphoma,signal transducer and activator of transcription 1,1,4,0,0,
chromium(6+),STAT1,,melanoma,signal transducer and activator of transcription 1,1,177,47,0,
chromium(6+),STAT3,,anaplastic large cell lymphoma,signal transducer and activator of transcription 3,1,85,0,0,
chromium(6+),STAT3,,melanoma,signal transducer and activator of transcription 3,1,401,47,0,
nickel,TAPBP,,Localized skin lesion,TAP binding protein,1,0,2,0,
nickel,TAPBP,,NLRP3 inflammasome complex,TAP binding protein,1,0,2,0,
nickel,TAPBP,,allergic contact dermatitis,TAP binding protein,1,0,1920,0,
nickel,TAPBP,,innate immune response,TAP binding protein,1,47,145,0,
nickel,TAPBP,,periprosthetic osteolysis,TAP binding protein,1,0,5,0,
nickel,TAPBP,,prostate cancer,TAP binding protein,1,12,141,0,
nickel,TBX21,,NLRP3 inflammasome complex,T-box transcription factor 21,1,0,2,0,
nickel,TBX21,,allergic contact dermatitis,T-box transcription factor 21,1,1,1920,0,
nickel,TBX21,,innate immune response,T-box transcription factor 21,1,8,145,0,
nickel,TBX21,,metal allergy,T-box transcription factor 21,1,0,2517,0,
nickel,TBX21,,periprosthetic osteolysis,T-box transcription factor 21,1,0,5,0,
nickel,TBX21,,prostate cancer,T-box transcription factor 21,1,1,141,0,
nickel,TBX21,,squamous cell carcinoma,T-box transcription factor 21,1,4,83,0,
cobalt(2+),TYMS,,Chest tightness,thymidylate synthetase,1,0,1,0,
cobalt(2+),TYMS,,Chronic fatigue,thymidylate synthetase,1,1,2,0,
cobalt(2+),TYMS,,Cognitive impairment,thymidylate synthetase,1,2,9,0,
cobalt(2+),TYMS,,Dyspnea,thymidylate synthetase,1,3,20,0,
cobalt(2+),TYMS,,NLRP3 inflammasome complex,thymidylate synthetase,1,0,1,0,
cobalt(2+),TYMS,,Palpitations,thymidylate synthetase,1,0,0,0,
cobalt(2+),TYMS,,Tinnitus,thymidylate synthetase,1,0,5,0,
cobalt(2+),TYMS,,cardiomyopathy,thymidylate synthetase,1,3,49,0,
cobalt(2+),TYMS,,fibromyalgia,thymidylate synthetase,1,0,1,0,
cobalt(2+),TYMS,,heart failure,thymidylate synthetase,1,2,83,0,
cobalt(2+),TYMS,,hypothyroidism,thymidylate synthetase,1,3,23,0,
cobalt(2+),TYMS,,innate immune response,thymidylate synthetase,1,5,46,0,
cobalt(2+),TYMS,,melanoma,thymidylate synthetase,1,36,119,0,
cobalt(2+),TYMS,,prostate cancer,thymidylate synthetase,1,39,116,0,
nickel,ZNF267,,NLRP3 inflammasome complex,zinc finger protein 267,1,0,2,0,
nickel,ZNF267,,allergic contact dermatitis,zinc finger protein 267,1,0,1920,0,
nickel,ZNF267,,innate immune response,zinc finger protein 267,1,0,145,0,
nickel,ZNF267,,periprosthetic osteolysis,zinc finger protein 267,1,0,5,0,
nickel,ZNF267,,squamous cell carcinoma,zinc finger protein 267,1,1,83,0,
cobalt(2+),ABCB11,,Chest tightness,ATP binding cassette subfamily B member 11,0,0,1,0,
cobalt(2+),ABCB11,,Chronic fatigue,ATP binding cassette subfamily B member 11,0,0,2,0,
cobalt(2+),ABCB11,,Cognitive impairment,ATP binding cassette subfamily B member 11,0,0,9,0,
cobalt(2+),ABCB11,,Demyelinating polyneuropathy,ATP binding cassette subfamily B member 11,0,0,0,0,
cobalt(2+),ABCB11,,Dyspnea,ATP binding cassette subfamily B member 11,0,0,20,0,
cobalt(2+),ABCB11,,NLRP3 inflammasome complex,ATP binding cassette subfamily B member 11,0,0,1,0,
cobalt(2+),ABCB11,,Palpitations,ATP binding cassette subfamily B member 11,0,0,0,0,
cobalt(2+),ABCB11,,Tinnitus,ATP binding cassette subfamily B member 11,0,0,5,0,
cobalt(2+),ABCB11,,cardiomyopathy,ATP binding cassette subfamily B member 11,0,1,49,0,
cobalt(2+),ABCB11,,fibromyalgia,ATP binding cassette subfamily B member 11,0,0,1,0,
cobalt(2+),ABCB11,,heart failure,ATP binding cassette subfamily B member 11,0,0,83,0,
cobalt(2+),ABCB11,,hypothyroidism,ATP binding cassette subfamily B member 11,0,1,23,0,
cobalt(2+),ABCB11,,innate immune response,ATP binding cassette subfamily B member 11,0,1,46,0,
cobalt(2+),ABCB11,,melanoma,ATP binding cassette subfamily B member 11,0,0,119,0,
cobalt(2+),ABCB11,,prostate cancer,ATP binding cassette subfamily B member 11,0,1,116,0,
cobalt(2+),ABCC1,,Chest tightness,ATP binding cassette subfamily C member 1,0,0,1,0,
cobalt(2+),ABCC1,,Chronic fatigue,ATP binding cassette subfamily C member 1,0,0,2,0,
cobalt(2+),ABCC1,,Demyelinating polyneuropathy,ATP binding cassette subfamily C member 1,0,0,0,0,
cobalt(2+),ABCC1,,Dyspnea,ATP binding cassette subfamily C member 1,0,0,20,0,
cobalt(2+),ABCC1,,NLRP3 inflammasome complex,ATP binding cassette subfamily C member 1,0,0,1,0,
cobalt(2+),ABCC1,,Palpitations,ATP binding cassette subfamily C member 1,0,0,0,0,
cobalt(2+),ABCC1,,Tinnitus,ATP binding cassette subfamily C member 1,0,0,5,0,
cobalt(2+),ABCC1,,cardiomyopathy,ATP binding cassette subfamily C member 1,0,0,49,0,
cobalt(2+),ABCC1,,fibromyalgia,ATP binding cassette subfamily C member 1,0,0,1,0,
cobalt(2+),ABCC1,,heart failure,ATP binding cassette subfamily C member 1,0,0,83,0,
cobalt(2+),ABCC1,,hypothyroidism,ATP binding cassette subfamily C member 1,0,0,23,0,
cobalt(2+),ABCC1,,innate immune response,ATP binding cassette subfamily C member 1,0,0,46,0,
cobalt(2+),ABCC1,,melanoma,ATP binding cassette subfamily C member 1,0,0,119,0,
cobalt(2+),ABCC1,,periprosthetic osteolysis,ATP binding cassette subfamily C member 1,0,0,29,0,
cobalt(2+),ABCC1,,prostate cancer,ATP binding cassette subfamily C member 1,0,0,116,0,
cobalt,ABCC6,,Chest tightness,ATP binding cassette subfamily C member 6,0,0,4,0,
cobalt,ABCC6,,Chronic fatigue,ATP binding cassette subfamily C member 6,0,0,2,0,
cobalt,ABCC6,,Cognitive impairment,ATP binding cassette subfamily C member 6,0,0,22,0,
cobalt,ABCC6,,Dyspnea,ATP binding cassette subfamily C member 6,0,0,62,0,
cobalt,ABCC6,,NLRP3 inflammasome complex,ATP binding cassette subfamily C member 6,0,0,3,0,
cobalt,ABCC6,,Palpitations,ATP binding cassette subfamily C member 6,0,0,0,0,
cobalt,ABCC6,,Tinnitus,ATP binding cassette subfamily C member 6,0,0,12,0,
cobalt,ABCC6,,cardiomyopathy,ATP binding cassette subfamily C member 6,0,0,177,0,
cobalt,ABCC6,,fibromyalgia,ATP binding cassette subfamily C member 6,0,0,2,0,
cobalt,ABCC6,,heart failure,ATP binding cassette subfamily C member 6,0,0,175,0,
cobalt,ABCC6,,hypothyroidism,ATP binding cassette subfamily C member 6,0,0,57,0,
cobalt,ABCC6,,innate immune response,ATP binding cassette subfamily C member 6,0,0,138,0,
cobalt,ABCC6,,melanoma,ATP binding cassette subfamily C member 6,0,0,329,0,
cobalt,ABCC6,,prostate cancer,ATP binding cassette subfamily C member 6,0,0,272,0,
nickel,ABCC6,,NLRP3 inflammasome complex,ATP binding cassette subfamily C member 6,0,0,2,0,
nickel,ABCC6,,allergic contact dermatitis,ATP binding cassette subfamily C member 6,0,0,1920,0,
nickel,ABCC6,,innate immune response,ATP binding cassette subfamily C member 6,0,0,145,0,
nickel,ABCC6,,prostate cancer,ATP binding cassette subfamily C member 6,0,0,141,0,
nickel,ABCC6,,squamous cell carcinoma,ATP binding cassette subfamily C member 6,0,0,83,0,
chromium(6+),ACHE,,melanoma,acetylcholinesterase (Cartwright blood group),0,0,47,0,
cobalt(2+),AKR1A1,,Chest tightness,aldo-keto reductase family 1 member A1,0,0,1,0,
cobalt(2+),AKR1A1,,Chronic fatigue,aldo-keto reductase family 1 member A1,0,0,2,0,
cobalt(2+),AKR1A1,,Cognitive impairment,aldo-keto reductase family 1 member A1,0,0,9,0,
cobalt(2+),AKR1A1,,Dyspnea,aldo-keto reductase family 1 member A1,0,0,20,0,
cobalt(2+),AKR1A1,,NLRP3 inflammasome complex,aldo-keto reductase family 1 member A1,0,0,1,0,
cobalt(2+),AKR1A1,,Palpitations,aldo-keto reductase family 1 member A1,0,0,0,0,
cobalt(2+),AKR1A1,,Tinnitus,aldo-keto reductase family 1 member A1,0,0,5,0,
cobalt(2+),AKR1A1,,cardiomyopathy,aldo-keto reductase family 1 member A1,0,0,49,0,
cobalt(2+),AKR1A1,,fibromyalgia,aldo-keto reductase family 1 member A1,0,0,1,0,
cobalt(2+),AKR1A1,,heart failure,aldo-keto reductase family 1 member A1,0,0,83,0,
cobalt(2+),AKR1A1,,hypothyroidism,aldo-keto reductase family 1 member A1,0,0,23,0,
cobalt(2+),AKR1A1,,innate immune response,aldo-keto reductase family 1 member A1,0,0,46,0,
cobalt(2+),AKR1A1,,melanoma,aldo-keto reductase family 1 member A1,0,0,119,0,
cobalt(2+),AKR1A1,,prostate cancer,aldo-keto reductase family 1 member A1,0,0,116,0,
cobalt(2+),AKR1B1,,Chest tightness,aldo-keto reductase family 1 member B,0,0,1,0,
cobalt(2+),AKR1B1,,Chronic fatigue,aldo-keto reductase family 1 member B,0,0,2,0,
cobalt(2+),AKR1B1,,Cognitive impairment,aldo-keto reductase family 1 member B,0,0,9,0,
cobalt(2+),AKR1B1,,Dyspnea,aldo-keto reductase family 1 member B,0,0,20,0,
cobalt(2+),AKR1B1,,NLRP3 inflammasome complex,aldo-keto reductase family 1 member B,0,0,1,0,
cobalt(2+),AKR1B1,,Palpitations,aldo-keto reductase family 1 member B,0,0,0,0,
cobalt(2+),AKR1B1,,Tinnitus,aldo-keto reductase family 1 member B,0,0,5,0,
cobalt(2+),AKR1B1,,cardiomyopathy,aldo-keto reductase family 1 member B,0,0,49,0,
cobalt(2+),AKR1B1,,fibromyalgia,aldo-keto reductase family 1 member B,0,0,1,0,
cobalt(2+),AKR1B1,,heart failure,aldo-keto reductase family 1 member B,0,0,83,0,
cobalt(2+),AKR1B1,,hypothyroidism,aldo-keto reductase family 1 member B,0,0,23,0,
cobalt(2+),AKR1B1,,innate immune response,aldo-keto reductase family 1 member B,0,0,46,0,
cobalt(2+),AKR1B1,,melanoma,aldo-keto reductase family 1 member B,0,0,119,0,
cobalt(2+),AKR1B1,,prostate cancer,aldo-keto reductase family 1 member B,0,0,116,0,
cobalt(2+),AKR1C2,,Chest tightness,aldo-keto reductase family 1 member C2,0,0,1,0,
cobalt(2+),AKR1C2,,Chronic fatigue,aldo-keto reductase family 1 member C2,0,0,2,0,
cobalt(2+),AKR1C2,,Cognitive impairment,aldo-keto reductase family 1 member C2,0,0,9,0,
cobalt(2+),AKR1C2,,Dyspnea,aldo-keto reductase family 1 member C2,0,0,20,0,
cobalt(2+),AKR1C2,,NLRP3 inflammasome complex,aldo-keto reductase family 1 member C2,0,0,1,0,
cobalt(2+),AKR1C2,,Palpitations,aldo-keto reductase family 1 member C2,0,0,0,0,
cobalt(2+),AKR1C2,,Tinnitus,aldo-keto reductase family 1 member C2,0,0,5,0,
cobalt(2+),AKR1C2,,cardiomyopathy,aldo-keto reductase family 1 member C2,0,0,49,0,
cobalt(2+),AKR1C2,,fibromyalgia,aldo-keto reductase family 1 member C2,0,0,1,0,
cobalt(2+),AKR1C2,,heart failure,aldo-keto reductase family 1 member C2,0,0,83,0,
cobalt(2+),AKR1C2,,hypothyroidism,aldo-keto reductase family 1 member C2,0,0,23,0,
cobalt(2+),AKR1C2,,innate immune response,aldo-keto reductase family 1 member C2,0,0,46,0,
cobalt(2+),AKR1C2,,melanoma,aldo-keto reductase family 1 member C2,0,0,119,0,
cobalt(2+),AKR1C2,,prostate cancer,aldo-keto reductase family 1 member C2,0,1,116,0,
chromium(6+),AKT1,,anaplastic large cell lymphoma,AKT serine/threonine kinase 1,0,1,0,0,
chromium(6+),AKT1,,melanoma,AKT serine/threonine kinase 1,0,26,47,0,
nickel,ANKRD50,,innate immune response,ankyrin repeat domain 50,0,2,145,0,
cobalt(2+),ANXA4,,Chronic fatigue,annexin A4,0,0,2,0,
cobalt(2+),ANXA4,,Dyspnea,annexin A4,0,0,20,0,
cobalt(2+),ANXA4,,NLRP3 inflammasome complex,annexin A4,0,0,1,0,
cobalt(2+),ANXA4,,Tinnitus,annexin A4,0,0,5,0,
cobalt(2+),ANXA4,,cardiomyopathy,annexin A4,0,4,49,0,
cobalt(2+),ANXA4,,fibromyalgia,annexin A4,0,0,1,0,
cobalt(2+),ANXA4,,heart failure,annexin A4,0,3,83,0,
cobalt(2+),ANXA4,,hypothyroidism,annexin A4,0,0,23,0,
cobalt(2+),ANXA4,,innate immune response,annexin A4,0,11,46,0,
cobalt(2+),ANXA4,,melanoma,annexin A4,0,2,119,0,
cobalt(2+),ANXA4,,prostate cancer,annexin A4,0,5,116,0,
cobalt(2+),APEX1,,Chest tightness,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,1,0,
cobalt(2+),APEX1,,Chronic fatigue,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,2,0,
cobalt(2+),APEX1,,Cognitive impairment,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,9,0,
cobalt(2+),APEX1,,Dyspnea,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,20,0,
cobalt(2+),APEX1,,NLRP3 inflammasome complex,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,1,0,
cobalt(2+),APEX1,,Palpitations,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,0,0,
cobalt(2+),APEX1,,Tinnitus,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,5,0,
cobalt(2+),APEX1,,cardiomyopathy,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,49,0,
cobalt(2+),APEX1,,demyelinating polyneuropathy,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,0,0,
cobalt(2+),APEX1,,fibromyalgia,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,1,0,
cobalt(2+),APEX1,,heart failure,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,83,0,
cobalt(2+),APEX1,,hypothyroidism,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,23,0,
cobalt(2+),APEX1,,innate immune response,apurinic/apyrimidinic endodeoxyribonuclease 1,0,1,46,0,
cobalt(2+),APEX1,,melanoma,apurinic/apyrimidinic endodeoxyribonuclease 1,0,1,119,0,
cobalt(2+),APEX1,,prostate cancer,apurinic/apyrimidinic endodeoxyribonuclease 1,0,0,116,0,
nickel,ARL5B,,NLRP3 inflammasome complex,ADP ribosylation factor like GTPase 5B,0,0,2,0,
nickel,ARL5B,,innate immune response,ADP ribosylation factor like GTPase 5B,0,1,145,0,
nickel,ARL5B,,prostate cancer,ADP ribosylation factor like GTPase 5B,0,0,141,0,
nickel,ARL5B,,squamous cell carcinoma,ADP ribosylation factor like GTPase 5B,0,0,83,0,
nickel,ATP13A2,,NLRP3 inflammasome complex,ATPase cation transporting 13A2,0,0,2,0,
nickel,ATP13A2,,innate immune response,ATPase cation transporting 13A2,0,0,145,0,
nickel,ATP13A2,,prostate cancer,ATPase cation transporting 13A2,0,0,141,0,
nickel,ATP13A2,,squamous cell carcinoma,ATPase cation transporting 13A2,0,0,83,0,
nickel,ATP1A2,,NLRP3 inflammasome complex,ATPase Na+/K+ transporting subunit alpha 2,0,0,2,0,
nickel,ATP1A2,,allergic contact dermatitis,ATPase Na+/K+ transporting subunit alpha 2,0,0,1920,0,
nickel,ATP1A2,,innate immune response,ATPase Na+/K+ transporting subunit alpha 2,0,0,145,0,
nickel,ATP1A2,,prostate cancer,ATPase Na+/K+ transporting subunit alpha 2,0,1,141,0,
chromium(6+),ATR,,melanoma,ATR serine/threonine kinase,0,4,47,0,
chromium(6+),BAX,,anaplastic large cell lymphoma,"BCL2 associated X, apoptosis regulator",0,2,0,0,
chromium(6+),BAX,,melanoma,"BCL2 associated X, apoptosis regulator",0,39,47,0,
chromium,BBC3,,melanoma,BCL2 binding component 3,0,0,149,0,
nickel,BCL3,,NLRP3 inflammasome complex,BCL3 transcription coactivator,0,0,2,0,
nickel,BCL3,,innate immune response,BCL3 transcription coactivator,0,0,145,0,
nickel,BCL3,,prostate cancer,BCL3 transcription coactivator,0,0,141,0,
nickel,BCL3,,squamous cell carcinoma,BCL3 transcription coactivator,0,0,83,0,
chromium(6+),BRCA2,,melanoma,BRCA2 DNA repair associated,0,108,47,0,
chromium(6+),BTD,,melanoma,biotinidase,0,0,47,0,
chromium,CAV3,,melanoma,caveolin 3,0,2,149,0,
cobalt(2+),CBR1,,Chest tightness,carbonyl reductase 1,0,0,1,0,
cobalt(2+),CBR1,,Chronic fatigue,carbonyl reductase 1,0,0,2,0,
cobalt(2+),CBR1,,Dyspnea,carbonyl reductase 1,0,0,20,0,
cobalt(2+),CBR1,,NLRP3 inflammasome complex,carbonyl reductase 1,0,0,1,0,
cobalt(2+),CBR1,,Palpitations,carbonyl reductase 1,0,0,0,0,
cobalt(2+),CBR1,,Tinnitus,carbonyl reductase 1,0,0,5,0,
cobalt(2+),CBR1,,cardiomyopathy,carbonyl reductase 1,0,2,49,0,
cobalt(2+),CBR1,,fibromyalgia,carbonyl reductase 1,0,0,1,0,
cobalt(2+),CBR1,,heart failure,carbonyl reductase 1,0,2,83,0,
cobalt(2+),CBR1,,hypothyroidism,carbonyl reductase 1,0,2,23,0,
cobalt(2+),CBR1,,innate immune response,carbonyl reductase 1,0,1,46,0,
cobalt(2+),CBR1,,melanoma,carbonyl reductase 1,0,0,119,0,
cobalt(2+),CBR1,,prostate cancer,carbonyl reductase 1,0,4,116,0,
cobalt,CCL2,,Chest tightness,C-C motif chemokine ligand 2,0,0,4,0,
cobalt,CCL2,,Chronic fatigue,C-C motif chemokine ligand 2,0,0,2,0,
cobalt,CCL2,,Cognitive impairment,C-C motif chemokine ligand 2,0,0,22,0,
cobalt,CCL2,,Demyelinating polyneuropathy,C-C motif chemokine ligand 2,0,0,0,0,
cobalt,CCL2,,Dyspnea,C-C motif chemokine ligand 2,0,0,62,0,
cobalt,CCL2,,NLRP3 inflammasome complex,C-C motif chemokine ligand 2,0,0,3,0,
cobalt,CCL2,,Palpitations,C-C motif chemokine ligand 2,0,0,0,0,
cobalt,CCL2,,Tinnitus,C-C motif chemokine ligand 2,0,0,12,0,
cobalt,CCL2,,cardiomyopathy,C-C motif chemokine ligand 2,0,0,177,0,
cobalt,CCL2,,fibromyalgia,C-C motif chemokine ligand 2,0,0,2,0,
cobalt,CCL2,,heart failure,C-C motif chemokine ligand 2,0,0,175,0,
cobalt,CCL2,,hypothyroidism,C-C motif chemokine ligand 2,0,0,57,0,
cobalt,CCL2,,innate immune response,C-C motif chemokine ligand 2,0,0,138,0,
cobalt,CCL2,,melanoma,C-C motif chemokine ligand 2,0,0,329,0,
cobalt,CCL2,,periprosthetic osteolysis,C-C motif chemokine ligand 2,0,0,65,0,
cobalt,CCL2,,prostate cancer,C-C motif chemokine ligand 2,0,0,272,0,
nickel,CCL2,,NLRP3 inflammasome complex,C-C motif chemokine ligand 2,0,0,2,0,
nickel,CCL2,,allergic contact dermatitis,C-C motif chemokine ligand 2,0,0,1920,0,
nickel,CCL2,,anaplastic large cell lymphoma,C-C motif chemokine ligand 2,0,0,0,0,
nickel,CCL2,,innate immune response,C-C motif chemokine ligand 2,0,0,145,0,
nickel,CCL2,,metal allergy,C-C motif chemokine ligand 2,0,0,2517,0,
nickel,CCL2,,periprosthetic osteolysis,C-C motif chemokine ligand 2,0,0,5,0,
nickel,CCL2,,prostate cancer,C-C motif chemokine ligand 2,0,0,141,0,
nickel,CCL2,,squamous cell carcinoma,C-C motif chemokine ligand 2,0,0,83,0,
titanium,CCL2,,NLRP3 inflammasome complex,C-C motif chemokine ligand 2,0,0,1,0,
titanium,CCL2,,innate immune response,C-C motif chemokine ligand 2,0,0,208,0,
titanium,CCL2,,periprosthetic osteolysis,C-C motif chemokine ligand 2,0,0,226,0,
nickel,CCL3,,Localized skin lesion,C-C motif chemokine ligand 3,0,0,2,0,
nickel,CCL3,,NLRP3 inflammasome complex,C-C motif chemokine ligand 3,0,0,2,0,
nickel,CCL3,,allergic contact dermatitis,C-C motif chemokine ligand 3,0,0,1920,0,
nickel,CCL3,,innate immune response,C-C motif chemokine ligand 3,0,0,145,0,
nickel,CCL3,,metal allergy,C-C motif chemokine ligand 3,0,0,2517,0,
nickel,CCL3,,periprosthetic osteolysis,C-C motif chemokine ligand 3,0,0,5,0,
nickel,CCL3,,prostate cancer,C-C motif chemokine ligand 3,0,0,141,0,
nickel,CCL3,,squamous cell carcinoma,C-C motif chemokine ligand 3,0,0,83,0,
cobalt(2+),CCL4,,Chest tightness,C-C motif chemokine ligand 4,0,0,1,0,
cobalt(2+),CCL4,,Chronic fatigue,C-C motif chemokine ligand 4,0,0,2,0,
cobalt(2+),CCL4,,Cognitive impairment,C-C motif chemokine ligand 4,0,0,9,0,
cobalt(2+),CCL4,,Dyspnea,C-C motif chemokine ligand 4,0,0,20,0,
cobalt(2+),CCL4,,NLRP3 inflammasome complex,C-C motif chemokine ligand 4,0,0,1,0,
cobalt(2+),CCL4,,Palpitations,C-C motif chemokine ligand 4,0,0,0,0,
cobalt(2+),CCL4,,cardiomyopathy,C-C motif chemokine ligand 4,0,0,49,0,
cobalt(2+),CCL4,,demyelinating polyneuropathy,C-C motif chemokine ligand 4,0,0,0,0,
cobalt(2+),CCL4,,fibromyalgia,C-C motif chemokine ligand 4,0,0,1,0,
cobalt(2+),CCL4,,heart failure,C-C motif chemokine ligand 4,0,0,83,0,
cobalt(2+),CCL4,,hypothyroidism,C-C motif chemokine ligand 4,0,0,23,0,
cobalt(2+),CCL4,,innate immune response,C-C motif chemokine ligand 4,0,0,46,0,
cobalt(2+),CCL4,,melanoma,C-C motif chemokine ligand 4,0,0,119,0,
cobalt(2+),CCL4,,periprosthetic osteolysis,C-C motif chemokine ligand 4,0,0,29,0,
cobalt(2+),CCL4,,prostate cancer,C-C motif chemokine ligand 4,0,0,116,0,
nickel,CCN1,,NLRP3 inflammasome complex,cellular communication network factor 1,0,0,2,0,
nickel,CCN1,,allergic contact dermatitis,cellular communication network factor 1,0,0,1920,0,
nickel,CCN1,,innate immune response,cellular communication network factor 1,0,13,145,0,
nickel,CCN1,,periprosthetic osteolysis,cellular communication network factor 1,0,0,5,0,
nickel,CCN1,,prostate cancer,cellular communication network factor 1,0,3,141,0,
nickel,CCN1,,squamous cell carcinoma,cellular communication network factor 1,0,7,83,0,
nickel,CCNA1,,NLRP3 inflammasome complex,cyclin A1,0,0,2,0,
nickel,CCNA1,,allergic contact dermatitis,cyclin A1,0,0,1920,0,
nickel,CCNA1,,innate immune response,cyclin A1,0,0,145,0,
nickel,CCNA1,,prostate cancer,cyclin A1,0,26,141,0,
nickel,CCNA1,,squamous cell carcinoma,cyclin A1,0,39,83,0,
cobalt(2+),CEACAM1,,Chronic fatigue,CEA cell adhesion molecule 1,0,0,2,0,
cobalt(2+),CEACAM1,,NLRP3 inflammasome complex,CEA cell adhesion molecule 1,0,0,1,0,
cobalt(2+),CEACAM1,,cardiomyopathy,CEA cell adhesion molecule 1,0,0,49,0,
cobalt(2+),CEACAM1,,fibromyalgia,CEA cell adhesion molecule 1,0,0,1,0,
cobalt(2+),CEACAM1,,heart failure,CEA cell adhesion molecule 1,0,0,83,0,
cobalt(2+),CEACAM1,,hypothyroidism,CEA cell adhesion molecule 1,0,0,23,0,
cobalt(2+),CEACAM1,,innate immune response,CEA cell adhesion molecule 1,0,5,46,0,
cobalt(2+),CEACAM1,,melanoma,CEA cell adhesion molecule 1,0,4,119,0,
cobalt(2+),CEACAM1,,prostate cancer,CEA cell adhesion molecule 1,0,3,116,0,
cobalt(2+),CEBPZ,,Chronic fatigue,CCAAT enhancer binding protein zeta,0,0,2,0,
cobalt(2+),CEBPZ,,Dyspnea,CCAAT enhancer binding protein zeta,0,0,20,0,
cobalt(2+),CEBPZ,,Tinnitus,CCAAT enhancer binding protein zeta,0,0,5,0,
cobalt(2+),CEBPZ,,cardiomyopathy,CCAAT enhancer binding protein zeta,0,0,49,0,
cobalt(2+),CEBPZ,,heart failure,CCAAT enhancer binding protein zeta,0,0,83,0,
cobalt(2+),CEBPZ,,hypothyroidism,CCAAT enhancer binding protein zeta,0,0,23,0,
cobalt(2+),CEBPZ,,innate immune response,CCAAT enhancer binding protein zeta,0,2,46,0,
cobalt(2+),CEBPZ,,melanoma,CCAAT enhancer binding protein zeta,0,1,119,0,
cobalt(2+),CEBPZ,,prostate cancer,CCAAT enhancer binding protein zeta,0,0,116,0,
cobalt(2+),CHPF,,NLRP3 inflammasome complex,chondroitin polymerizing factor,0,0,1,0,
cobalt(2+),CHPF,,cardiomyopathy,chondroitin polymerizing factor,0,0,49,0,
cobalt(2+),CHPF,,heart failure,chondroitin polymerizing factor,0,0,83,0,
cobalt(2+),CHPF,,hypothyroidism,chondroitin polymerizing factor,0,0,23,0,
cobalt(2+),CHPF,,innate immune response,chondroitin polymerizing factor,0,0,46,0,
cobalt(2+),CHPF,,melanoma,chondroitin polymerizing factor,0,2,119,0,
cobalt(2+),CHPF,,prostate cancer,chondroitin polymerizing factor,0,0,116,0,
cobalt(2+),CHSY1,,Chronic fatigue,chondroitin sulfate synthase 1,0,0,2,0,
cobalt(2+),CHSY1,,Cognitive impairment,chondroitin sulfate synthase 1,0,0,9,0,
cobalt(2+),CHSY1,,NLRP3 inflammasome complex,chondroitin sulfate synthase 1,0,0,1,0,
cobalt(2+),CHSY1,,Tinnitus,chondroitin sulfate synthase 1,0,0,5,0,
cobalt(2+),CHSY1,,cardiomyopathy,chondroitin sulfate synthase 1,0,0,49,0,
cobalt(2+),CHSY1,,fibromyalgia,chondroitin sulfate synthase 1,0,0,1,0,
cobalt(2+),CHSY1,,heart failure,chondroitin sulfate synthase 1,0,0,83,0,
cobalt(2+),CHSY1,,hypothyroidism,chondroitin sulfate synthase 1,0,0,23,0,
cobalt(2+),CHSY1,,innate immune response,chondroitin sulfate synthase 1,0,3,46,0,
cobalt(2+),CHSY1,,melanoma,chondroitin sulfate synthase 1,0,1,119,0,
cobalt(2+),CHSY1,,prostate cancer,chondroitin sulfate synthase 1,0,0,116,0,
cobalt(2+),CHSY3,,Tinnitus,chondroitin sulfate synthase 3,0,0,5,0,
cobalt(2+),CHSY3,,hypothyroidism,chondroitin sulfate synthase 3,0,0,23,0,
cobalt(2+),CHSY3,,melanoma,chondroitin sulfate synthase 3,0,1,119,0,
cobalt(2+),CHSY3,,prostate cancer,chondroitin sulfate synthase 3,0,0,116,0,
chromium(6+),CHUK,,anaplastic large cell lymphoma,component of inhibitor of nuclear factor kappa B kinase complex,0,0,0,0,
chromium(6+),CHUK,,melanoma,component of inhibitor of nuclear factor kappa B kinase complex,0,0,47,0,
chromium(6+),CTNNB1,,melanoma,catenin beta 1,0,0,47,0,
cobalt,CXCL8,,Chest tightness,C-X-C motif chemokine ligand 8,0,0,4,0,
cobalt,CXCL8,,Chronic fatigue,C-X-C motif chemokine ligand 8,0,1,2,0,
cobalt,CXCL8,,Cognitive impairment,C-X-C motif chemokine ligand 8,0,1,22,0,
cobalt,CXCL8,,Demyelinating polyneuropathy,C-X-C motif chemokine ligand 8,0,0,0,0,
cobalt,CXCL8,,Dyspnea,C-X-C motif chemokine ligand 8,0,1,62,0,
cobalt,CXCL8,,NLRP3 inflammasome complex,C-X-C motif chemokine ligand 8,0,0,3,0,
